Aspect,Taper,Sweep,Dihedral,Twist,Re,Alpha,CLtot,CDi,CDo,CDtot,CMytot,L_D
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,-6.0,-0.00960815998,0.000126750143,0.004958938705,0.005085688848,-0.074879963109,-1.8892543894
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,-4.0,0.159397311861,0.000688141332,0.005120031554,0.005808172885,-1.74264928972,27.443623840289
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,-2.0,0.329688737672,0.002271883009,0.005626890396,0.007898773405,-3.430937818205,41.73923225468
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,0.0,0.501749349227,0.005166626496,0.006473804296,0.011640430792,-5.144989383243,43.104018931565
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,2.0,0.670672790165,0.008755239574,0.007650752867,0.016405992441,-6.803893181867,40.879745164529
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,4.0,0.837753612904,0.013225198753,0.009203190658,0.022428389411,-8.426305935765,37.352375044046
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,6.0,0.956959492981,0.015995793673,0.015341559951,0.031337353624,-9.4153682278,30.537342254512
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,8.0,1.014071108645,0.019347567683,0.02770446525,0.047052032933,-9.834203701414,21.552121033692
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,10.0,1.032623383119,0.020393145156,0.045620807649,0.066013952805,-9.938474076857,15.642501914196
11.168347440102586,0.5636697337527503,43.09460725772452,-4.993088731730085,6.781536609161764,14039921.330310695,12.0,1.057414190249,0.022084371077,0.068299687252,0.090384058329,-10.150066957596,11.699122719148
